60000.0,0.016740856774044025
62000.0,0.02526018902061315
64000.0,0.04133511391364546
66000.0,0.0759580166741514
68000.0,0.16718037289354076
69000.0,0.2661672001570826
69500.0,0.33694110243852016
70000.0,0.4189233651489855
70500.0,0.4967603910471536
71000.0,0.542856486288015
71250.0,0.5460706177578358
71500.0,0.5346273520187128
72000.0,0.47867962474693315
72500.0,0.3992730689041008
73000.0,0.32249231153767327
75000.0,0.13773257552547466
77000.0,0.07099757259479728
79000.0,0.042730934853390676
81000.0,0.028686096351366656
83000.0,0.020564644269518647
